,aNWP,aNSW,rSL,avWLiC,avWpS,aSN,SC,avNSyl,WV2,FRE,aNShort,language,.,!,?,",",-,of,is,the,class
77,2216,0.37815884476534295,141.09473684210528,4.950361010830325,23.326315789473686,95,2.0908587257617732,1.526624548736462,0.40839350180505407,54.18798422952692,0.012184115523465704,10,0.5045045045045045,0.0,0.04504504504504504,0.38288288288288286,0.06756756756756757,0.029783393501805054,0.01128158844765343,0.06453068592057762,1
78,1091,0.42071494042163154,134.6304347826087,4.508707607699359,23.717391304347824,46,3.5992438563327034,1.4335472043996333,0.41063244729605863,61.549949986051914,0.031164069660861594,10,0.4264705882352941,0.014705882352941176,0.04411764705882353,0.4117647058823529,0.10294117647058823,0.022914757103574702,0.01466544454628781,0.05591200733272227,1
79,1557,0.3821451509312781,124.48571428571428,4.509312780989082,22.242857142857144,70,2.5126530612244897,1.4238921001926783,0.40655105973025046,64.02922832369943,0.01991008349389852,10,0.5146198830409356,0.005847953216374269,0.03508771929824561,0.42105263157894735,0.023391812865497075,0.025048169556840076,0.012845215157353885,0.03596660244059088,2
80,1339,0.409260642270351,140.09259259259258,4.573562359970127,24.814814814814813,54,1.316872427983539,1.4772218073188947,0.4368932038834952,56.99453510082152,0.008961911874533234,10,0.6953125,0.0078125,0.015625,0.234375,0.046875,0.022404779686333084,0.017923823749066467,0.05526512322628827,1
81,2761,0.3629119884099964,99.92121212121212,4.846432452010141,16.733333333333334,165,1.4610101010101009,1.5592176747555233,0.33538572980804054,58.00236653386457,0.03332126041289388,10,0.5511363636363636,0.002840909090909091,0.05397727272727273,0.3210227272727273,0.07102272727272728,0.022817819630568635,0.013400941687794278,0.041651575516117346,1
82,1433,0.3886950453593859,156.8653846153846,4.582693649685973,27.557692307692307,52,4.616124260355029,1.4235868806699232,0.43196092114445217,58.56512681840144,0.0209351011863224,10,0.43037974683544306,0.006329113924050633,0.012658227848101266,0.5,0.05063291139240506,0.030006978367062107,0.006978367062107467,0.05373342637822749,3
83,3397,0.37385928760671183,193.27184466019418,4.77597880482779,32.980582524271846,103,3.188330662644924,1.5178098322048867,0.3276420370915513,45.01212314692291,0.014130114807182808,10,0.48363636363636364,0.0,0.01818181818181818,0.44727272727272727,0.05090909090909091,0.034442154842508094,0.012658227848101266,0.0415072122460995,1
84,2863,0.39504016765630456,130.36885245901638,4.428920712539295,23.4672131147541,122,3.207605482397205,1.3824659448131331,0.32378623821166613,66.11739746225157,0.03248340901152637,10,0.41590214067278286,0.0,0.039755351681957186,0.44648318042813456,0.09785932721712538,0.03248340901152637,0.009779951100244499,0.05344044708347887,1
85,2929,0.38272447934448617,131.8515625,4.635370433595083,22.8828125,128,3.3577880859375,1.4475930351655855,0.32024581768521676,61.213941724991486,0.03175145100716968,10,0.45375722543352603,0.0,0.008670520231213872,0.4595375722543353,0.07803468208092486,0.025606008876749745,0.012973711164219871,0.06145442130419938,1
86,2183,0.4012826385707742,123.33980582524272,4.691250572606505,21.194174757281555,103,2.6664153077575645,1.500229042601924,0.3728813559322034,58.53164241335297,0.01832340815391663,10,0.43014705882352944,0.003676470588235294,0.04779411764705882,0.38235294117647056,0.13602941176470587,0.028401282638570773,0.017865322950068714,0.04260192395785616,2
